LineItem [description=A+, amount=135.0, type=Expense, date=Tue Sep 01 00:00:00 HST 2015] CalculatedFields [balance=30135.0, accruedInterest=3.2859534246575346, runningAccruedInterest=3.2859534246575346]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Oct 28 00:00:00 HST 2016] CalculatedFields [balance=16751.0, accruedInterest=3.6530947945205483, runningAccruedInterest=579.556041643836]
LineItem [description=A+, amount=135.0, type=Expense, date=Tue Nov 01 00:00:00 HST 2016] CalculatedFields [balance=16886.0, accruedInterest=1.8412679452054797, runningAccruedInterest=581.3973095890415]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Thu Nov 03 00:00:00 HST 2016] CalculatedFields [balance=17006.0, accruedInterest=0.0, runningAccruedInterest=581.3973095890415]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Thu Nov 03 00:00:00 HST 2016] CalculatedFields [balance=19566.0, accruedInterest=2.133498082191781, runningAccruedInterest=583.5308076712332]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Sat Nov 05 00:00:00 HST 2016] CalculatedFields [balance=17073.0, accruedInterest=3.723317260273973, runningAccruedInterest=587.2541249315072]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Wed Nov 09 00:00:00 HST 2016] CalculatedFields [balance=21073.0, accruedInterest=2.2978230136986304, runningAccruedInterest=589.5519479452058]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Nov 11 00:00:00 HST 2016] CalculatedFields [balance=19648.0, accruedInterest=4.28487890410959, runningAccruedInterest=593.8368268493155]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Tue Nov 15 00:00:00 HST 2016] CalculatedFields [balance=19898.0, accruedInterest=5.424249315068494, runningAccruedInterest=599.2610761643839]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Sun Nov 20 00:00:00 HST 2016] CalculatedFields [balance=17405.0, accruedInterest=4.744650684931507, runningAccruedInterest=604.0057268493154]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Fri Nov 25 00:00:00 HST 2016] CalculatedFields [balance=17535.0, accruedInterest=0.0, runningAccruedInterest=604.0057268493154]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Nov 25 00:00:00 HST 2016] CalculatedFields [balance=16110.0, accruedInterest=5.269956164383562, runningAccruedInterest=609.2756830136989]
LineItem [description=A+, amount=135.0, type=Expense, date=Thu Dec 01 00:00:00 HST 2016] CalculatedFields [balance=16245.0, accruedInterest=1.7713726027397263, runningAccruedInterest=611.0470556164386]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Sat Dec 03 00:00:00 HST 2016] CalculatedFields [balance=16365.0, accruedInterest=0.0, runningAccruedInterest=611.0470556164386]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Sat Dec 03 00:00:00 HST 2016] CalculatedFields [balance=18925.0, accruedInterest=2.0636027397260275, runningAccruedInterest=613.1106583561645]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Mon Dec 05 00:00:00 HST 2016] CalculatedFields [balance=16432.0, accruedInterest=3.583526575342466, runningAccruedInterest=616.694184931507]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Fri Dec 09 00:00:00 HST 2016] CalculatedFields [balance=20432.0, accruedInterest=0.0, runningAccruedInterest=616.694184931507]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Dec 09 00:00:00 HST 2016] CalculatedFields [balance=19007.0, accruedInterest=6.217632328767124, runningAccruedInterest=622.9118172602741]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Thu Dec 15 00:00:00 HST 2016] CalculatedFields [balance=19257.0, accruedInterest=5.24951095890411, runningAccruedInterest=628.1613282191782]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Tue Dec 20 00:00:00 HST 2016] CalculatedFields [balance=16764.0, accruedInterest=2.741947397260274, runningAccruedInterest=630.9032756164385]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Dec 23 00:00:00 HST 2016] CalculatedFields [balance=15339.0, accruedInterest=1.6725813698630139, runningAccruedInterest=632.5758569863015]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Sun Dec 25 00:00:00 HST 2016] CalculatedFields [balance=15469.0, accruedInterest=5.903648493150685, runningAccruedInterest=638.4795054794522]
LineItem [description=A+, amount=135.0, type=Expense, date=Sun Jan 01 00:00:00 HST 2017] CalculatedFields [balance=15604.0, accruedInterest=1.7014772602739727, runningAccruedInterest=640.1809827397261]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Tue Jan 03 00:00:00 HST 2017] CalculatedFields [balance=15724.0, accruedInterest=0.0, runningAccruedInterest=640.1809827397261]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Tue Jan 03 00:00:00 HST 2017] CalculatedFields [balance=18284.0, accruedInterest=1.9937073972602741, runningAccruedInterest=642.1746901369864]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Thu Jan 05 00:00:00 HST 2017] CalculatedFields [balance=15791.0, accruedInterest=0.8609339726027398, runningAccruedInterest=643.0356241095892]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Jan 06 00:00:00 HST 2017] CalculatedFields [balance=14366.0, accruedInterest=2.349726575342466, runningAccruedInterest=645.3853506849317]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Mon Jan 09 00:00:00 HST 2017] CalculatedFields [balance=18366.0, accruedInterest=6.007946301369863, runningAccruedInterest=651.3932969863016]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Sun Jan 15 00:00:00 HST 2017] CalculatedFields [balance=18616.0, accruedInterest=5.074772602739727, runningAccruedInterest=656.4680695890413]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Fri Jan 20 00:00:00 HST 2017] CalculatedFields [balance=16123.0, accruedInterest=0.0, runningAccruedInterest=656.4680695890413]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Jan 20 00:00:00 HST 2017] CalculatedFields [balance=14698.0, accruedInterest=4.006715068493151, runningAccruedInterest=660.4747846575344]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Wed Jan 25 00:00:00 HST 2017] CalculatedFields [balance=14828.0, accruedInterest=5.659014794520549, runningAccruedInterest=666.133799452055]
LineItem [description=A+, amount=135.0, type=Expense, date=Wed Feb 01 00:00:00 HST 2017] CalculatedFields [balance=14963.0, accruedInterest=1.6315819178082194, runningAccruedInterest=667.7653813698632]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Fri Feb 03 00:00:00 HST 2017] CalculatedFields [balance=15083.0, accruedInterest=0.0, runningAccruedInterest=667.7653813698632]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Fri Feb 03 00:00:00 HST 2017] CalculatedFields [balance=17643.0, accruedInterest=0.0, runningAccruedInterest=667.7653813698632]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Feb 03 00:00:00 HST 2017] CalculatedFields [balance=16218.0, accruedInterest=1.768428493150685, runningAccruedInterest=669.533809863014]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Sun Feb 05 00:00:00 HST 2017] CalculatedFields [balance=13725.0, accruedInterest=2.9931780821917813, runningAccruedInterest=672.5269879452057]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Thu Feb 09 00:00:00 HST 2017] CalculatedFields [balance=17725.0, accruedInterest=5.798260273972604, runningAccruedInterest=678.3252482191783]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Wed Feb 15 00:00:00 HST 2017] CalculatedFields [balance=17975.0, accruedInterest=1.960013698630137, runningAccruedInterest=680.2852619178085]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Feb 17 00:00:00 HST 2017] CalculatedFields [balance=16550.0, accruedInterest=2.7069452054794523, runningAccruedInterest=682.9922071232879]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Mon Feb 20 00:00:00 HST 2017] CalculatedFields [balance=14057.0, accruedInterest=3.8319767123287676, runningAccruedInterest=686.8241838356167]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Sat Feb 25 00:00:00 HST 2017] CalculatedFields [balance=14187.0, accruedInterest=3.093932054794521, runningAccruedInterest=689.9181158904113]
LineItem [description=A+, amount=135.0, type=Expense, date=Wed Mar 01 00:00:00 HST 2017] CalculatedFields [balance=14322.0, accruedInterest=1.5616865753424658, runningAccruedInterest=691.4798024657538]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Fri Mar 03 00:00:00 HST 2017] CalculatedFields [balance=14442.0, accruedInterest=0.0, runningAccruedInterest=691.4798024657538]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Fri Mar 03 00:00:00 HST 2017] CalculatedFields [balance=17002.0, accruedInterest=0.0, runningAccruedInterest=691.4798024657538]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Mar 03 00:00:00 HST 2017] CalculatedFields [balance=15577.0, accruedInterest=1.6985331506849317, runningAccruedInterest=693.1783356164387]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Sun Mar 05 00:00:00 HST 2017] CalculatedFields [balance=13084.0, accruedInterest=2.853387397260274, runningAccruedInterest=696.031723013699]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Thu Mar 09 00:00:00 HST 2017] CalculatedFields [balance=17084.0, accruedInterest=5.588574246575343, runningAccruedInterest=701.6202972602744]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Wed Mar 15 00:00:00 HST 2017] CalculatedFields [balance=17334.0, accruedInterest=1.8901183561643837, runningAccruedInterest=703.5104156164388]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Mar 17 00:00:00 HST 2017] CalculatedFields [balance=15909.0, accruedInterest=2.602102191780822, runningAccruedInterest=706.1125178082195]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Mon Mar 20 00:00:00 HST 2017] CalculatedFields [balance=13416.0, accruedInterest=3.6572383561643838, runningAccruedInterest=709.7697561643839]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Sat Mar 25 00:00:00 HST 2017] CalculatedFields [balance=13546.0, accruedInterest=4.431212054794521, runningAccruedInterest=714.2009682191784]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Mar 31 00:00:00 HST 2017] CalculatedFields [balance=12121.0, accruedInterest=0.6608435616438357, runningAccruedInterest=714.8618117808222]
LineItem [description=A+, amount=135.0, type=Expense, date=Sat Apr 01 00:00:00 HST 2017] CalculatedFields [balance=12256.0, accruedInterest=1.3364076712328767, runningAccruedInterest=716.1982194520551]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Mon Apr 03 00:00:00 HST 2017] CalculatedFields [balance=12376.0, accruedInterest=0.0, runningAccruedInterest=716.1982194520551]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Mon Apr 03 00:00:00 HST 2017] CalculatedFields [balance=14936.0, accruedInterest=1.6286378082191781, runningAccruedInterest=717.8268572602743]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Wed Apr 05 00:00:00 HST 2017] CalculatedFields [balance=12443.0, accruedInterest=2.7135967123287674, runningAccruedInterest=720.5404539726031]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Sun Apr 09 00:00:00 HST 2017] CalculatedFields [balance=16443.0, accruedInterest=4.482406849315069, runningAccruedInterest=725.0228608219182]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Apr 14 00:00:00 HST 2017] CalculatedFields [balance=15018.0, accruedInterest=0.818789589041096, runningAccruedInterest=725.8416504109593]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Sat Apr 15 00:00:00 HST 2017] CalculatedFields [balance=15268.0, accruedInterest=4.162098630136986, runningAccruedInterest=730.0037490410963]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Thu Apr 20 00:00:00 HST 2017] CalculatedFields [balance=12775.0, accruedInterest=3.482500000000001, runningAccruedInterest=733.4862490410962]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Tue Apr 25 00:00:00 HST 2017] CalculatedFields [balance=12905.0, accruedInterest=2.11076301369863, runningAccruedInterest=735.5970120547948]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri Apr 28 00:00:00 HST 2017] CalculatedFields [balance=11480.0, accruedInterest=1.8776876712328767, runningAccruedInterest=737.4746997260277]
LineItem [description=A+, amount=135.0, type=Expense, date=Mon May 01 00:00:00 HST 2017] CalculatedFields [balance=11615.0, accruedInterest=1.2665123287671234, runningAccruedInterest=738.7412120547948]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Wed May 03 00:00:00 HST 2017] CalculatedFields [balance=11735.0, accruedInterest=0.0, runningAccruedInterest=738.7412120547948]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Wed May 03 00:00:00 HST 2017] CalculatedFields [balance=14295.0, accruedInterest=1.5587424657534248, runningAccruedInterest=740.2999545205482]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Fri May 05 00:00:00 HST 2017] CalculatedFields [balance=11802.0, accruedInterest=2.5738060273972607, runningAccruedInterest=742.8737605479455]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Tue May 09 00:00:00 HST 2017] CalculatedFields [balance=15802.0, accruedInterest=2.5846010958904113, runningAccruedInterest=745.4583616438359]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri May 12 00:00:00 HST 2017] CalculatedFields [balance=14377.0, accruedInterest=2.3515257534246574, runningAccruedInterest=747.8098873972606]
LineItem [description=EA Buck, amount=250.0, type=Expense, date=Mon May 15 00:00:00 HST 2017] CalculatedFields [balance=14627.0, accruedInterest=3.9873602739726035, runningAccruedInterest=751.7972476712332]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Sat May 20 00:00:00 HST 2017] CalculatedFields [balance=12134.0, accruedInterest=3.3077616438356165, runningAccruedInterest=755.1050093150689]
LineItem [description=Electricity, amount=130.0, type=Expense, date=Thu May 25 00:00:00 HST 2017] CalculatedFields [balance=12264.0, accruedInterest=0.66864, runningAccruedInterest=755.7736493150688]
LineItem [description=paycheck, amount=1425.0, type=Income, date=Fri May 26 00:00:00 HST 2017] CalculatedFields [balance=10839.0, accruedInterest=3.5456893150684934, runningAccruedInterest=759.3193386301373]
LineItem [description=A+, amount=135.0, type=Expense, date=Thu Jun 01 00:00:00 HST 2017] CalculatedFields [balance=10974.0, accruedInterest=1.19661698630137, runningAccruedInterest=760.5159556164386]
LineItem [description=water/sewer, amount=120.0, type=Expense, date=Sat Jun 03 00:00:00 HST 2017] CalculatedFields [balance=11094.0, accruedInterest=0.0, runningAccruedInterest=760.5159556164386]
LineItem [description=mortgage, amount=2560.0, type=Expense, date=Sat Jun 03 00:00:00 HST 2017] CalculatedFields [balance=13654.0, accruedInterest=1.4888471232876714, runningAccruedInterest=762.0048027397263]
LineItem [description=paycheck, amount=2493.0, type=Income, date=Mon Jun 05 00:00:00 HST 2017] CalculatedFields [balance=11161.0, accruedInterest=2.4340153424657536, runningAccruedInterest=764.438818082192]
LineItem [description=credit card, amount=4000.0, type=Expense, date=Fri Jun 09 00:00:00 HST 2017] CalculatedFields [balance=15161.0, accruedInterest=0.0, runningAccruedInterest=764.438818082192]
